Player, Score
Behn Wilson,0.19761101
Jack Adams,0.197547909
Zarley Zalapski,0.197480494
Craig Laughlin,0.197456491
Dutch Reibel,0.197296771
Mike O'connell,0.197203342
Ivan Hlinka,0.197170631
Pat Maroon,0.196922184
Alex Goligoski,0.196840047
Ryan McDonagh,0.196826204
Ken Houston,0.196717072
Mel Hill,0.196629409
Nick Schmaltz,0.196367951
Jason Zucker,0.196243373
Chris Valentine,0.195644063
Michael Frolik,0.195583058
Alexei Zhitnik,0.195479454
Harry Howell,0.195327879
Jakob Silfverberg,0.195204907
Odie Cleghorn,0.194997116
Sergei Brylin,0.194960895
Oliver Ekman-Larsson,0.194956693
Steve Tambellini,0.194888986
Billy Reay,0.194656065
Jordan Kyrou,0.194647886
Eddie Wiseman,0.194593316
Jerry Korab,0.194482734
Oliver Bjorkstrand,0.194426126
Sergei Berezin,0.194367852
Artem Anisimov,0.193736678
Mike Corrigan,0.193707867
Jason Chimera,0.193077392
Bob Probert,0.193044285
Greg Polis,0.192942745
Barry Beck,0.192724691
Billy Burch,0.192583251
Risto Siltanen,0.19246659
Jimmy Peters,0.192416716
Murph Chamberlain,0.192369445
Sergio Momesso,0.192352874
Dave Lumley,0.191941778
Vaclav Nedomansky,0.191740608
Patrice Brisebois,0.191636301
Tony Hrkac,0.191620704
Tony Currie,0.191466174
Boone Jenner,0.191448041
Johnny Gagnon,0.191340765
Pat Hughes,0.191305455
Steve Chiasson,0.1912581
Alex Galchenyuk,0.191017651
Ron Stackhouse,0.190980342
Nick Suzuki,0.190941417
Bob Dailey,0.190907588
Mike Johnson,0.19073053
Alexander Edler,0.190730261
Andrei Kuzmenko,0.190118951
Steve Bozek,0.190073389
Steve Heinze,0.190062991
Evgenii Dadonov,0.18977147
Curt Bennett,0.189727346
Ab DeMarco,0.189676215
Pierre-Marc Bouchard,0.189392875
Pat Falloon,0.189147552
Kevin Miller,0.189107008
Howie Meeker,0.188843684
Alex Shibicky,0.188661359
Bob Sirois,0.188531808
Red Sullivan,0.188417338
John Mahaffy,0.188402873
John Sorrell,0.188350385
Jean-Guy Gendron,0.187538271
Cam Fowler,0.187435771
George Boucher,0.187324013
Scott Walker,0.187061807
Paul Ronty,0.187025735
Carl Hagelin,0.186917822
Didier Pitre,0.186723139
Sylvain Cote,0.186690709
Marty McSorley,0.186406107
Mario Marois,0.186260904
Joe Klukay,0.186237713
Murray Wilson,0.186170849
Stan Weir,0.186006972
Dean Evason,0.185909702
Tom Williams,0.185783261
Wayne Connelly,0.185757833
Dave Barr,0.185644159
Justin Faulk,0.185597105
Eddie Johnstone,0.185514115
Neil Colville,0.18549741
Rick Meagher,0.185454506
Robert Picard,0.185444173
Ted Irvine,0.185404343
John Chabot,0.185173524
Mike Eaves,0.185041667
Tim Higgins,0.184998476
Alex Smart,0.184843825
Mikko Makela,0.184641974
Marty Pavelich,0.184437992
Don Saleski,0.184430982
Tim Ecclestone,0.184359353
Vladimir Ruzicka,0.184170252
Doc Romnes,0.184094106
Peter Ihnacak,0.184007757
Petr Svoboda,0.183838101
Buzz Boll,0.183806633
Ray Cullen,0.183568253
Mathieu Perreault,0.183549453
Marek Zidlicky,0.183340426
Jake DeBrusk,0.183280812
Tom Anderson,0.18306924
Chris Higgins,0.183015987
Jimmy Ward,0.182977044
Gerry Heffernan,0.182975419
Dennis Wideman,0.18291437
Doug Sulliman,0.182845073
Patrik Berglund,0.182831972
Kevin Lavallee,0.182800566
Baldy Northcott,0.182759438
Don Raleigh,0.182724662
Thomas McCarthy,0.182690129
Nick Leddy,0.182443092
Sprague Cleghorn,0.182373368
Vladimir Malakhov,0.182189387
Don Grosso,0.182072551
Moe Mantha,0.182033404
Greg Johnson,0.182014951
Dave Creighton,0.181878246
Jan Hrdina,0.181785608
Clarke MacArthur,0.181734388
Bob Davidson,0.181648065
Phil Russell,0.181519511
Randy Wood,0.181463216
Valeri Zelepukin,0.181452496
Mike Grier,0.181357856
PA Parenteau,0.181355407
Dan McCarthy,0.18134675
Tom Wilson,0.181311016
Randy Gregg,0.181183654
Jamie Macoun,0.181166136
Conor Sheary,0.181134214
Tyler Ennis,0.18109973
Rick Blight,0.180997783
Edgar Laprade,0.180986937
Ace Bailey,0.180890419
Parker MacDonald,0.180837014
Nick Mickoski,0.180788879
Andrew Shaw,0.180745176
Matt Stajan,0.180144902
Kirk Maltby,0.18014305
Wayne Presley,0.180101424
Ted Hampson,0.180030976
Seth Jones,0.180023281
Fern Majeau,0.179997596
Adrian Kempe,0.179959674
Chandler Stephenson,0.179917081
Justin Schultz,0.179883528
Jared McCann,0.179643931
Robbie Ftorek,0.17962723
Nikolay Zherdev,0.179613372
Mike York,0.179517404
Jared Spurgeon,0.179474528
Shayne Gostisbehere,0.179452248
Tyler Bertuzzi,0.179418231
Jay Bouwmeester,0.179339145
Hank Goldup,0.179312542
Dylan Strome,0.179263986
David Vyborny,0.179170811
Tomas Fleischmann,0.179154419
Eddie Joyal,0.179098896
Jean-Francois Sauve,0.179011528
Phillip Danault,0.17900046
Tage Thompson,0.178967706
Chris Stewart,0.178877357
Brad McCrimmon,0.178687325
Pit Lepine,0.17859286
Garnet Bailey,0.178485087
Mikhail Sergachev,0.178456176
Pavel Kubina,0.178438855
Leo Labine,0.178431266
Anthony Mantha,0.178405925
Kjell Dahlin,0.178289813
Anthony Cirelli,0.178101721
Martin Necas,0.178067871
Dimitri Kvartalnov,0.177815934
Stephane Matteau,0.177779864
Martin Hanzal,0.17777028
Mike Zuke,0.177747091
Niklas Sundstrom,0.177684365
Trent Klatt,0.177603247
Ted Donato,0.176937536
Alexandre Daigle,0.176907238
Zdeno Ciger,0.176863054
David Volek,0.176850568
Tanner Pearson,0.176823224
Bobby Lalonde,0.176786951
Alexei Ponikarovsky,0.176527155
Jean-Gabriel Pageau,0.176513763
Wojtek Wolski,0.176401987
Floyd Smith,0.176366548
Jakub Vrana,0.176282618
Aaron Ekblad,0.176267623
Tuomo Ruutu,0.176034856
Ales Kotalik,0.176022305
Joel Ward,0.175922205
Matt Boldy,0.175909882
Connor Bedard,0.175800585
Pat Stapleton,0.175740818
Ken Schinkel,0.175708603
Andre St. Laurent,0.175682863
Dave Lowry,0.175526548
Derek Plante,0.175486793
Floyd Curry,0.175442703
Cully Dahlstrom,0.175429112
Mikhail Grabovski,0.175314735
Orland Kurtenbach,0.175089746
Brooks Laich,0.175063297
Oleg Tverdovsky,0.175021393
Dutch Hiller,0.174998474
Teddy Purcell,0.174946363
Jeff Halpern,0.174669245
Scott Arniel,0.174661972
Adrian Aucoin,0.174629676
Dave Bolland,0.174612816
Matt Niskanen,0.174574289
Erik Haula,0.174549643
Jim McFadden,0.174454081
Brent Gilchrist,0.174412562
Nikolai Borschevsky,0.174193487
Johan Garpenlov,0.17418291
Rich Preston,0.173915363
Murray Armstrong,0.173898153
Dale Tallon,0.173859207
Derek Morris,0.17384701
Brian Noonan,0.173773033
Tom Bladon,0.17373854
Jim McKenny,0.173625876
Rene Bourque,0.173600092
Curtis Glencross,0.17358296
Larry Patey,0.173211563
Leon Rochefort,0.172949958
Grant Mulvey,0.172937517
Daniel Marois,0.172852013
Bob Kudelski,0.172792414
Dave Trottier,0.17277311
Eric Belanger,0.172726327
Billy Boucher,0.172570186
Bobby Gould,0.172488794
Devin Setoguchi,0.172468603
Dave Manson,0.172432516
Rich Peverley,0.172319742
Jonathan Drouin,0.172097584
Bill Ezinicki,0.172037776
Chris Simon,0.172005572
Alec Martinez,0.171713322
Mike Allison,0.171687282
Benoit Brunet,0.171672249
Keith Jones,0.17150068
Adam Brown,0.171472754
Jocelyn Guevremont,0.17144826
Charlie McAvoy,0.171417251
Jeff Norton,0.171402192
Andrew Mcbain,0.17139688
Gilles Hamel,0.171211325
Corey Millen,0.17112674
John Gould,0.171085773
Valeri Nichushkin,0.170898602
Dave Hannan,0.170866777
Gary Croteau,0.170833722
Peter Lee,0.170713656
Red Hamill,0.170691851
Cole Caufield,0.170655092
Mike Fidler,0.170624759
Paul Ranheim,0.170549909
Anthony Duclair,0.170417886
Larry Hillman,0.170317885
Drake Batherson,0.170312759
Robert Kron,0.170154471
Zach Werenski,0.170074467
Mikkel Boedker,0.170063956
Howard Scruton,0.170029945
Paul Miller,0.169887152
Bill Kyle,0.169887152
Risto Jalo,0.169887152
Blake Coleman,0.169624349
Reilly Walsh,0.169601566
Jim McBurney,0.169601566
Carl Sneep,0.169601566
Jeff Daw,0.169601566
Gerry Denoird,0.169601566
Dan Ratushny,0.169601566
Murray Wing,0.169601566
Valtteri Puustinen,0.169601566
Bill Armstrong,0.169601566
Norm Collings,0.169601566
Paul Hurley,0.169601566
Scott Harlow,0.169601566
Bill Allum,0.169601566
Chay Genoway,0.169601566
Damien Giroux,0.169601566
Jimmy Jamieson,0.169601566
Gord Byers,0.169601566
Jason Herter,0.169601566
Nils Tremblay,0.169601566
Ivan Baranka,0.169601566
Harry Bell,0.169601566
Red Staley,0.169601566
Jimmy Schuldt,0.169601566
Michael Grabner,0.169585972
Bob Sweeney,0.169464902
Don Gallinger,0.169420581
Gilbert Dionne,0.169300655
Bep Guidolin,0.169240406
Earl Seibert,0.16919472
Garry Howatt,0.16918262
Devon Toews,0.169125993
Ron Sedlbauer,0.169088366
Jack Valiquette,0.169085761
Ulf Samuelsson,0.168928676
Jean Potvin,0.168875809
Blair Chapman,0.168782476
Pierre Plante,0.168689674
Ernie Hicke,0.168648077
Andrei Kostitsyn,0.16860791
Butch Keeling,0.168564959
Rasmus Dahlin,0.168526851
Glen Skov,0.168411997
Roland Eriksson,0.168313051
Inge Hammarstrom,0.168091696
Al McDonough,0.167977999
Andre Pronovost,0.167943123
Serge Bernier,0.167887035
Brandon Hagel,0.167846789
Brian Lawton,0.167810471
Danny Lewicki,0.167797057
Carl Soderberg,0.167650395
Willie Huber,0.167607849
John-Michael Liles,0.167540977
Trevor Zegras,0.167525086
Kelly Buchberger,0.167525034
Chris Oddleifson,0.167359661
David Desharnais,0.167178981
Igor Korolev,0.167139033
Brad Stuart,0.167138402
Jack Forsey,0.166907139
Dwight Foster,0.166906572
Colin Wilson,0.166816953
Robert Svehla,0.1667026
Terry Harper,0.166676055
Adam Foote,0.166614224
Bryan Berard,0.16618129
Doug Lidster,0.166082363
Jim Conacher,0.165894359
Gino Cavallini,0.165804297
Chris Kelly,0.165563463
Calle Jarnkrok,0.165413702
Bill Collins,0.165247
Curtis Brown,0.16523517
Christian Ehrhoff,0.165202942
Josh Norris,0.165133585
Darren Helm,0.165006893
Bob Gracie,0.16490422
Jason Woolley,0.164829692
Dallas Smith,0.164824421
Sam Bennett,0.164704168
Eric Weinrich,0.164698635
Mike Donnelly,0.164694866
Sami Salo,0.164562984
Kyle Calder,0.164472319
Troy Terry,0.164353196
Gerry Ehman,0.164228817
Doug Wickenheiser,0.164055157
Michael Bunting,0.163922021
Derian Hatcher,0.16387134
Ed Sandford,0.163819774
Dave Maloney,0.163696907
Victor Olofsson,0.163568894
Michal Rozsival,0.163568524
Josef Beranek,0.163544987
Hilliard Graves,0.163543596
Wally Hergesheimer,0.163537193
Norm MacIver,0.163527927
Harry Oliver,0.163527162
Trevor Daley,0.163484622
Erik Johnson,0.163457045
Todd Gill,0.163449833
J.T. Compher,0.163441539
Jonas Hoglund,0.163440794
Ivan Barbashev,0.163416872
Blake Comeau,0.163377861
Brian Benning,0.163363348
Alex Wennberg,0.163360865
Mattias Ohlund,0.163359615
Jake Muzzin,0.163324701
Ryan Ellis,0.163210091
Carson Cooper,0.163101158
Miro Heiskanen,0.163037184
Jeff Petry,0.162978962
Dean Talafous,0.162952642
Rich Sutter,0.162768615
Marc-Edouard Vlasic,0.162746036
Andre Lacroix,0.16257504
George Allen,0.162370492
Ray Allison,0.162297698
Artturi Lehkonen,0.162195252
Derek Smith,0.1621949
Lindy Ruff,0.161886846
Ron Wilson,0.161858801
Dmitri Mironov,0.161693742
Pierre Jarry,0.161614244
Jaroslav Spacek,0.161535927
Andreas Athanasiou,0.161382788
Philippe Boucher,0.161335501
Keith Brown,0.161295987
Pete Horeck,0.161264244
Grant Ledyard,0.161178484
Mark Hardy,0.16109186
Stephen Leach,0.16104095
Alexander Selivanov,0.161038691
Charlie Sands,0.160785387
Cully Wilson,0.160750288
Brandon Sutter,0.160400869
Raffi Torres,0.160378406
Frank Vatrano,0.16028789
Stew Gavin,0.160249471
Rob Zamuner,0.160195338
Ken Randall,0.16018964
Gary Bergman,0.160089128
Matthew Lombardi,0.159920048
Andy Brickley,0.159916787
Robby Fabbri,0.159864439
Nick Bjugstad,0.159789172
Anthony Beauvillier,0.159759786
Jim Johnson,0.159638198
Jason Williams,0.159607369
Niklas Hagman,0.159537051
Tom Fitzgerald,0.159355318
Normie Himes,0.159346411
Bryan Erickson,0.159336313
Joe Corvo,0.159282266
Mike Ramsey,0.159256691
Pavel Zacha,0.159150385
Tyler Myers,0.159044468
Gaston Gingras,0.158922346
Alexander Semak,0.158736815
Paul Gagne,0.158681771
Tom Webster,0.158658705
Alain Cote,0.158649217
Mason Raymond,0.158636874
Bob Murdoch,0.158550864
Rod Schutt,0.15852188
Stephane Yelle,0.158491286
Paul Cyr,0.158475554
Phil Bourque,0.158305636
Conor Garland,0.158126052
Lou Angotti,0.158024529
Jim Neilson,0.157980348
Alex Kaleta,0.157960477
Warren Young,0.157936531
Magnus Arvedson,0.15761357
Frank Finnigan,0.157583565
Steve Christoff,0.157408181
Peter Schaefer,0.157332909
Joni Pitkanen,0.157213885
Kip Miller,0.157051891
Jiri Hrdina,0.156867462
Ryan Hartman,0.156611506
Dmitry Orlov,0.156233557
Francois Beauchemin,0.156161496
Uwe Krupp,0.156149704
Benoit Pouliot,0.156125716
Doug Smith,0.156123478
Jack Johnson,0.156119131
Ian Laperriere,0.156098102
John Druce,0.156063102
Joel Eriksson Ek,0.156041269
Darrin Shannon,0.156017581
Ted Bulley,0.1559742
Norm Calladine,0.155823288
Tom Chorske,0.155723735
Rick Lanz,0.155592473
Andrei Nikolishin,0.155528839
Joey Johnston,0.155485399
Real Chevrefils,0.155412466
Keith McCreary,0.155351895
Michel Bergeron,0.155148553
Sergei Zholtok,0.155054303
Kevin McClelland,0.155026055
Thomas Chabot,0.155002716
Steve Jensen,0.154998158
Paul Martin,0.154928797
Scottie Upshall,0.154892343
Lucas Raymond,0.154857533
Per-Olov Brasar,0.154795335
Matthew Barnaby,0.154323557
Janne Niinimaa,0.154256723
Charlie Burns,0.154231706
Brad May,0.154220068
Andrew Mangiapane,0.154084138
Kyle Wellwood,0.154075062
Scott Thornton,0.153998974
Ryan Whitney,0.153934125
Vladislav Namestnikov,0.153906818
John Marks,0.153848786
Terry Crisp,0.153800903
Dan Daoust,0.153797435
Boris Mironov,0.153690128
Gord Murphy,0.153681396
Sheldon Souray,0.153653023
Filip Kuba,0.15358256
Bob Murdoch,0.153474646
Tom Poti,0.15347235
Vince Dunn,0.153455992
Ted Harris,0.153315852
Iain Duncan,0.153276588
Grant Marshall,0.153207302
Taylor Pyatt,0.153190663
Art Chapman,0.153164371
Wes Walz,0.153129608
Mattias Ekholm,0.153034403
Claude Lapointe,0.153005555
Andrew Copp,0.152966695
Shawn Chambers,0.152897874
Bryan Hextall,0.152853664
Tyler Arnason,0.15281272
Reg Kerr,0.152791109
Bill Hogaboam,0.152776847
Ted Green,0.152747411
Gary Sargent,0.152728303
Doug Halward,0.152557214
Dominik Kubalik,0.152478541
Moe Lemay,0.152434301
Herb Dickenson,0.152310494
Dan Hamhuis,0.152116965
Nikolay Kulemin,0.152042251
Michel Petit,0.151958569
Jack Mann,0.151870724
Colin Patterson,0.151847682
Viacheslav Fetisov,0.151832627
Anatoli Semenov,0.151805852
Rick Dudley,0.151795183
Chuck Arnason,0.151629975
Murray Balfour,0.151582993
Dave Scatchard,0.151520406
Bobby Leiter,0.15148514
Jan Hlavac,0.151455053
Tyler Kennedy,0.151212156
Todd Krygier,0.151206595
Brian Holzinger,0.15114127
Patrick Eaves,0.151093603
Steve Wojciechowski,0.150959746
Jimmy Thomson,0.150806981
Brandon Biro,0.150767754
Matti Hagman,0.15074396
Mikko Leinonen,0.15074327
Mac Colville,0.150709449
Pekka Rautakallio,0.150672771
Jimmy Herberts,0.150593193
Jannik Hansen,0.150553954
Yuri Khmylev,0.150552438
Trent Hunter,0.150412738
Randy Robitaille,0.150359797
Tony DeAngelo,0.150220796
Matty Beniers,0.150030435
David Booth,0.150000501
TJ Brodie,0.149957876
Alex Kerfoot,0.149862098
Kyle Brodziak,0.149853872
Marc-Andre Bergeron,0.149805711
Jay Pandolfo,0.14977701
Josh Morrissey,0.149634349
Butch Bouchard,0.149509532
Bill White,0.149482071
Tom Cook,0.149475746
Ethan Moreau,0.149337084
Carl Brewer,0.148989695
Bill Quackenbush,0.148986529
Phil Roberto,0.148892826
Andre Dupont,0.148850825
Bob Baun,0.148827352
Alex Iafallo,0.148732606
James Wisniewski,0.148706789
Buster Harvey,0.148681181
Jacob Trouba,0.148655828
Dixon Ward,0.148596931
Joe Lamb,0.148595517
Georges Mantha,0.148567757
Ken Smith,0.148545542
Dave Schultz,0.148434371
Darren Veitch,0.148412575
Garry Monahan,0.148349969
Cal Clutterbuck,0.148332104
Colton Parayko,0.148054587
Stan Jonathan,0.1479323
Matt Carle,0.147869393
Kevin Labanc,0.147780958
Dominic Moore,0.147777916
Dennis Kearns,0.147739315
Bob Crawford,0.147727842
Baldy Cotton,0.147716505
Hampus Lindholm,0.147701799
Jesse Belanger,0.147693931
Brian Boyle,0.147687382
Marcus Foligno,0.147568194
Alex Chiasson,0.147495536
Marek Svatos,0.147469821
Sean Hill,0.147325009
George Hay,0.147245314
Bret Hedican,0.14718174
Murray Murdoch,0.147122317
Josh Anderson,0.147038075
Jim Sandlak,0.147029015
Dave Gardner,0.146982107
Jaccob Slavin,0.146965416
Aleksey Morozov,0.146901574
Paul Macdermid,0.146882548
Kevin Todd,0.14675309
Kevin McCarthy,0.146478777
Jan Bulis,0.146317471
Amos Arbour,0.146310388
Ron Hainsey,0.146226693
Ron Snell,0.146142172
Tom Rowe,0.145853176
Sean Avery,0.145828016
Larry Popein,0.145826776
Nisse Ekman,0.145683929
Rod Seiling,0.145612684
Michel Ouellet,0.145550315
Greg Terrion,0.145517192
Jiri Slegr,0.145482118
Eddie Wares,0.1454299
Larry Romanchych,0.145426924
Gilles Marotte,0.145401406
Craig Norwich,0.145357544
Cody Eakin,0.145258452
Connor Zary,0.145164817
Joonas Donskoi,0.145082815
Bob Goldham,0.14507526
Christian Dvorak,0.144976911
Merlin Malinowski,0.144918703
Brad Richardson,0.144855902
P.J. Axelsson,0.144854402
Steve Ott,0.144564044
Brandon Montour,0.144383284
Dollard St. Laurent,0.144335512
Toby Enstrom,0.14419005
Connor Brown,0.144007775
Ott Heller,0.143888277
Gus Mortson,0.143840195
Jack McIntyre,0.14368908
Chris Nilan,0.143649768
Dave Tippett,0.143644935
Trevor Lewis,0.143384753
Eric Fehr,0.143271927
Leo Boivin,0.143144944
Tommy Albelin,0.143110442
Troy Loney,0.143020795
Gary McAdam,0.143019955
Gene Carr,0.142911354
Jamie Hislop,0.142857954
Pete Babando,0.142842545
Igor Kravchuk,0.142725451
Reg Fleming,0.142627456
Andreas Dackell,0.142432416
Dave Pichette,0.142408371
Michael Del Zotto,0.142404996
Kasperi Kapanen,0.14239011
Terry Yake,0.142319395
Gord Pettinger,0.142273661
Earl Robinson,0.142251095
J.P. Bordeleau,0.142216085
Ken Hodge,0.142137936
Bill Gardner,0.142050504
Manny Malhotra,0.142020465
Rey Comeau,0.141992461
Rob DiMaio,0.141971717
Smokey Harris,0.141917155
Mickey Roach,0.141880104
Tommy Novak,0.141868863
Jake Gardiner,0.141747199
Danil Gushchin,0.141645178
Kevin Bieksa,0.141482381
Antti Miettinen,0.141477811
Jim Dowd,0.141474648
Jack Roslovic,0.141338444
Kim Johnsson,0.141302679
Michal Grosek,0.141231952
Dylan Cozens,0.141148474
Brent Fedyk,0.141109539
Bob Miller,0.14104715
Paul Cavallini,0.140924984
Paul Haynes,0.140870274
Sergei Kostitsyn,0.140863128
Joel Farabee,0.140821137
Anton Stralman,0.140814221
Bob Kelly,0.140776777
Dan Labraaten,0.140712648
Steve Larouche,0.140677709
Jason Dawe,0.140605197
Steve Bernier,0.140514604
Lionel Conacher,0.140400293
Paul Gillis,0.140230504
Jody Hull,0.140188721
Terry Reardon,0.140085528
Darnell Nurse,0.140060776
Greg Hawgood,0.140055251
Terry Martin,0.140054741
Dan Hodgson,0.140053154
Dawson Mercer,0.139799997
Mike Hough,0.139762346
Wildor Larochelle,0.139719036
Peter Sullivan,0.139712577
Oleg Petrov,0.139451647
Peter Mueller,0.139435163
Greg Adams,0.139396922
Fred Thurier,0.139320072
Brad Isbister,0.13931889
Lee Fogolin,0.139266672
Brett Connolly,0.139196221
Steve Downie,0.139172686
Max Talbot,0.139137578
Vladimir Tsyplakov,0.139134425
Gerry O'Flaherty,0.139013061
Ozzie Aubuchon,0.138960687
Justin Abdelkader,0.138933917
Petr Cajanek,0.138910907
Mathieu Dandenault,0.138880076
Victor Rask,0.138873652
Pete Morin,0.138762296
Joe Hall,0.138748787
Ryan Dzingel,0.138721969
Vladimir Konstantinov,0.138691388
Paul Fenton,0.13864116
Erik Gustafsson,0.138621397
Jesper Fast,0.138454549
Norm Dupont,0.138304474
Vic Lynn,0.138271364
Mikael Andersson,0.138234595
Pat Egan,0.138189207
J.J. Daigneault,0.138076384
Sergei Kharin,0.138039662
Wayne Maki,0.138004806
Gerry Pinder,0.138000403
Bill Jennings,0.137994182
Gerry Couture,0.137965778
Shjon Podein,0.137822667
Derek Armstrong,0.137786593
Leo Carlsson,0.137693905
Matt Dumba,0.137665704
Jordy Douglas,0.137639396
Marty Reasoner,0.137328887
Garry Valk,0.137298418
Ray Powell,0.137257668
Bryan Bickell,0.137187331
Damon Severson,0.137136738
Rick Green,0.137100573
Oleg Kvasha,0.136998187
Bill Carson,0.136947019
Craig Ludwig,0.136942808
Colby Armstrong,0.136926897
Vitali Yachmenev,0.136807011
Patrick Poulin,0.136614263
Seth Jarvis,0.136597392
Rem Murray,0.136525637
Danny O'Shea,0.136518357
Bill Sutherland,0.136474709
Paul Byron,0.136460496
Gary Lupul,0.136431946
Hap Day,0.136368064
Vernon Fiddler,0.136297854
David Jones,0.136257401
Rasmus Ristolainen,0.136222108
Chris Kontos,0.136160256
Lee Norwood,0.136095124
Greg Smith,0.135966563
Shaun Van Allen,0.135862529
Randy Manery,0.135798711
Dave Mcllwain,0.135767817
Roman Oksiuta,0.135752643
Jamie McGinn,0.135745596
Jaroslav Pouzar,0.135741588
Norm Ferguson,0.13543588
Milan Novy,0.135331396
Ivan Provorov,0.135225942
Chris Phillips,0.135134244
Kenny Jonsson,0.135121555
Josef Vasicek,0.135120936
Jason Lafreniere,0.135117729
Rick Hampton,0.134868715
Dan Girardi,0.134838216
Chris Tierney,0.134824836
Alain Lemieux,0.134782507
Jay Wells,0.134623291
Jimmy Watson,0.134558763
Chris Neil,0.134422104
Russ Blinco,0.134405851
Casey Mittelstadt,0.134398484
Gary Jarrett,0.134247512
Joe Cirella,0.134241692
Alf Pike,0.134224345
Don Kozak,0.134213942
Evan Rodrigues,0.134068835
Jere Gillis,0.134043086
Alf Skinner,0.134025596
Barry Gibbs,0.134020706
Dennis Seidenberg,0.134010552
Matt Read,0.133678824
Sergei Krivokrasov,0.133669661
